score;app;review;label
2;Gojek;ini gojek kenapa ya sekarang saya pakai akun baru biasanya suka ada voucher tapi voucher goride sekarang tidak ada tapi giliran saya beralih ke gocar ada 2 voucher tapi pas giliran saya buka voucher ternyata tidak ada voucher apakah bug tolong di perbaiki lahi;0
1;Gojek;bayar mahal tapi banyak driver bilang nerima cuma 5 rb pesen goride driver depan mata banyak yang online dapatnya jauh jauh terus gojek gojek makin tidak fungsional;0
1;Gojek;mohon maaf pindah ke toko sebelah selisihnya lumayan skrg gojek harganya naiklebih mahal dari toko sebelah padahal sering bgt pake sehari pp pake ojek terus;0
1;Gojek;gila harga aplikasi sebelah jauh lebih murah dan ramah disini harganya edunn banget diskonnya sedikit padahal udah lama banget pake gojek setia sekali;0
1;Gojek;pembelian ga bisa dibatalkan padahal sudah minta bantuan beberapa kali ke gojek dan alasannya sama dan tidak masuk akal;1
1;Maxim;driver maxim pada jorok udh sesuai titik bilang ny gk sesuai titik giliran dikasih tau aplikasi customer mla driver nya diem;1
2;Grab;saya boking driver tertera di aplikasi harga sampe tujuan cuma 16 ribu untuk 3 orangsudah smpai tujuan dimintanya 30rbu katanya per orang 10rbu andai aplikasi ini bisa ters kejujuran manusia yg jdi tukang drivernya apalah daya mau minta tolong sma siapa;0
4;Gojek;kadng cepet pdsan gojek tp kdng klo udh samapi krena bawa ank suka ditolak ojol kadang suka sebel am gojek menfing maxim;1
5;Gojek;senang banget naik gojek seru dan menyenangkan terima kasih gojek sering kasih promo promo banyak banyak ayo cobakan gojek kawan kawan seru dan dapat promo;1
5;Maxim;klo untuk maxim motor sih udh mantaap banget tapi klo untuk maxim mobilnya kurang baik kadang milih argo dan jarak penjemputan suka banget di cancel ga jelas dari drivernya harus di perbaiki lagi jasa maxim untuk driver mobilnya;1
1;Gojek;gojek ngebug pesen malah gak keluar notif histori gak keluar map driver ga ada cuma keluar transaksi uang;0
5;Grab;dlu saya pernh memakai aplikasi gojek dan bagus pelayanan sekarg saya mendownload nya lagi karena dlu hp syg hilang;1
1;Gojek;ada pilihan jemput di lobi tapi supirnya g ada yg mau ke lobi semakin turun rating ada pilihan 2 tujuan di aplikasi tapi saat dibandara juanda katanya tidak bisa 2 tujuan;0
1;Gojek;tolong turun kan ongkos akhir akhir ini ongkos gojek samgat mahal jika sepi penumpang sekarang itu wajar karena terlalu mahal;1
5;Maxim;baaiikkk bgt bapak nya ramah juga lebih murah aplikasi ini dri pada aplikasi ojek yg lain;1
5;Maxim;pelayannnya mantep aku pengguna gojek beralih ke maxim overall aku puas banget sama pelayanan di maxim;1
1;Gojek;kasian bgt upah driver nya cuman di bayar goceng alias 5rb padahal sya bayar 22 rb ongkir kapitalisme bgt aplikasinya ga manusia wi potong an ke drivernya hampir 75 bukan 20 pa sehancur ini kah;1
1;Grab;tarif mahal tidak sesuai dengan kendaraan yang bikin tidak nyaman kotor dan ac panas mau cari alamat juga tidak lengkap;1
1;Gojek;sedih akun saya di tuduh penyalahan promo promo pada akun saya hilang padahal teman saya hanya login melalui ponsel dan aplikasi gojek di hp saya memesan makan seharusnya itu tidak masalah karena saya tidak ada membuat akun lain dan hanya punya satu akun;0
1;Gojek;b1 menyala bos qu apk gojek sekarang cuma di bikin akaln demi meraup keuntungan yang besar sudah tidak meningkatkan pelayanan dan hanya bisa memeras driver nya sudah tidak pantas di sebut gojek karya anak bangsa;1
5;Gojek;kalo gk ada gojek mungkin akan selalu kejebak macet dan telat masuk kerjatpi semenjak pakai gojek aktifitas lancar tidak pernah terlambat kerja lagi terimakasih gojek;1
1;Gojek;lebih di seleksi lagi drivernya yang bisa mikir punya attitude sopan santun kasi pinalty yang batalin sepihak tanpa ada konfirmasi;1
5;Grab;akhir ini sy kalo pesen grab dikasih pengemudinya yg jauh bgt udah gitu pencariannya lama bgt jd selalu buat sy telat kerja dan dipotong gajinya;1
1;Grab;dikasih driver yg jauh terus sedangkan driver grab di sebrang jln banyak ga ngerti lgi sama apk ini;1
1;Maxim;nyoba sistem maxim wallet isi untuk pertama kali menggunakan bank sebesar 30000 outputnya yang keluar malah 27000 ini siapa yang ngambil dalam keterangan cara pembayaran tidak ada biaya admin dan lebih parahnya lagi banyak drive yang menolak menggunakan maxim wallet dengan alasan sistem sedang eror;0
2;Maxim;saya memberikan laporan beberapa hari lalu terkait pelayanan driver tapi belum ditindak lanjuti sampai hari ini kenapa;0
5;Maxim;sangat membantu juara sekali ramah pertahankan driver seperti ini si saat yang lain minta cancel minta tambahan biaya yang ini malah nggk mau si bayar karena sama2 jualan online juga;1
1;Gojek;males ngawur email 30 akun keterangan udah dipakai semua padahal gak pernah nyentuh gojek sekalinya login dulu gak pake email malah kepakai email punya orang benerin gak;0
1;Gojek;aplikasi yang tidak manusiawi ke driver kami pelanggan bayar full tapi yg di terima driver cuman 5000 ribu dan potongan driver mencapai 50;1
4;Maxim;tolong di perbaiki tarifargo nya agar adil buat driver dan juga customer dan juga perbaiki sistem maps nya agar mudah di pahami;1
1;Gojek;makin kesini makin buruk kualitas pelayan tidak sebanding dengan harga yang di bayar dan lebih parahnya driver ternyata yang di terima jauh bedanya dengan yang di bayar;1
3;Gojek;knp klo pesan gocar ad diskon pad nd sopan tolong yg nd sopan dan suka cancel customer seenaknya di tegur;1
2;Gojek;gw pengguna gojek udah lebih dari 2 tahun baru kali ini 3 bulan berturut kagaada voucher sama sekali kalo kaga beli padahal tiap hari gw selalu pake gojek lohh admin ayo mana kode promonya masa iya 3 bukan kaga ada promo sama sekali;0
1;Gojek;udah mahal cari driver susah trs bnyak driver yg kurang sopan akun saya udah jadi ank sultan karena saking lama dan seringnya saya pke gojek stelah hapir 6 thnan saya putuskan untuk pindah ke grab krna udah ga enak pke gojek;1
3;Gojek;suka bngt pake apk ini hanya saja pasti di pihak gojek sudah ada data mobil atau motor driver tolong jika pelanggan pesan comfort atau xl ya yg beneran jangan malah dikasih yang ga sesuai atau yg kecil sedikit kecewa tentang ini;0
2;Gojek;terlalu mementingkan custumer suami g bisa narik seminggu krn bintang 1 customermemang kita seminggu g mkn g jajan apa anak2 tolong dunk gojek jgn main suspen minimal ada diskusi dl;1
1;Maxim;terlalu banyak kecewa nya pergi ke tempat wisata padahal deket dari stasiun ga ada yg pick up padahal di maps nya banyak driver;0
4;Maxim;tolong buat sistemnya agar bisa memblokir driver agar tdk ketemu lagi dengan driver yang di rasa kurang sopan;1
3;Gojek;hai min saya mau komplen kenapa yaa sekarang gojek tuh susah bgt dpet drivernyaa ga kayak dulu langsung cepet dpet sekarang bahkan sampe 30 menitan dpet drivernyaa mohon diperbaiki untuk kendala ini terimakasih;0
4;Gojek;bugs apk nya perbaiki donk udah 3 kali kejadian yg jemput nya doubel kasihan driver nya;0
2;Grab;driver cancel didepan mata saya saat di lobby bahkan saya sudar teriakteriak memanggil driver tersebut dibantu dengan orangorang sekitar saya yg menunggu jemputan juga ntah ada konsekuensinya atau tidak dari pihak grab;0
3;Gojek;sepertinya dept colector pinjaman online sudah mulai memakai fitur chat gojek untuk menerror pengguna akunjujur saya memang menggunakan peminjaman online jatuh tempo 3 hari lagi tapi seperti biasa sdh ditagihsekarang dc sudah mulai menggunakan fitur chat gojek;1
5;Gojek;gojek sudah lebih baik dan oke thank you buat promo2 nya gojek jaya terus dalam melayani konsumen dan mitra;1
2;Gojek;kenapa ya saya kalo pesen selalu di cancle sampe 5x loh udah buru buru tolong ya ini gojek;0
5;Grab;selama ini sy pakai grab sih oke2 sj hanya saja tolong perbaiki di map nya untuk rute perjalanan tolong diarahkan ke jalan yang benar yaa jangan diarahkan ke jalan alternatif di map nya dan berikan banyak reward buat pengemudi kan dipotong ongkosnya uda gede;1
5;Grab;saya pelanggan setia grabkarna kemana2 naik grabgrab sangat membantu sy tarifnya jg tdk mahalkebanyakan sy ksh bintang 5 tp ada jg sesekali sy ksh bintang 1 sepwrti yg barusan drivernya chat saya dgn kata2 yg kurang pantasmohon ditindaklanjuti;1
3;Gojek;fitur one tap sebaiknya dihapus saja kadang kita sebagai user belum tahu jika dengan menekan tombol itu maka gojek akan langsung ter pesan yang awalnya hanya ingin cek promo jadi kepesan gojek;0
5;Gojek;jangan beri ruang untuk saingan mu jadikan dirimu nomer 1 di indonesia jek stay in gojek arahan sedikit tolong kurangi pemasukan ke kantong pribadi anda jadi senantiasa costumer lebih murah dan mendapatkan perjalanan lebih baik aman dan nyaman;1
1;Maxim;enggaakkk bangettt masa katanya mencari pelaksana terdekat tapi kok nga ada udah itu di tolak semuanya lagi;0
2;Grab;tolonglah grabcar xl nyalakan kembali karena grabcar new plus terlalu mahal bagi kita yang menengah tolong grabcar xl kembalikan dear pt grab indonesia;1
4;Maxim;tlg buatkan fitur foto shg pelanggan bisa mengirimkan lokasi akurat ke driver sprti gab dan gek kasian cari2an terimakasih;1
1;Grab;mahal kalo jauh dari kota tak ada driver grab yg punya orang malaysia mending saya pakai hijau yg sebelah;1
5;Gojek;very good tolong pertahankan tarif murah 75009500 selama sebulan itu sangat membantu kami pencari uang juga kami bisa berhemat untuk biaya transportasi;0
1;Gojek;pada apk gojek pelanggan notif chat tidak muncul yg biasanya warna merah muncul di pojok kanan atas chat kemudian pesan gojek lama betul pedahal sekitar saya pesan ada driver malah yg jauh dapetnya;0
5;Grab;aplikasi yg pengen untungnya aja tidak mementingkan driver kalo ada perusahaan lain yg mau kerjasamabisnis dengan grab paling semangat tapi liat kalo driver nya ngeluh pengen mengungkapkan perasaan selama dilapangan ehh malah pura pura ga denger dasar kacang lupa kulitnya;1
2;Grab;baru ku install langsung nyoba grabcar dapet lebih murah 10k dari apps ijo sebelah eh giliran udah jalan kok beda arah jalan nya beneran pas sampai tujuan di todong yg harga awal 80 10tol jadi 150 alasan nya macet lah di maps aja lancar gajelas;0
1;Maxim;aplikasinya lemot saya bayar pakai kaspro karena lemot masuk nya si driver minta chas jadi nya dobel bayar nya parahh;0
5;Maxim;driver sangat baik ramah penjeputan cepat bawa motornya halus sangat nyaman berkendara dgn maxim;1
1;Maxim;nggk pernah dapat driver yg dekat selalu yg jauh padahal diseputaran saya byk yg dekat driver nya;1
1;Gojek;goride hemat jangan di taro bawah dongtaro paling ataskalo orang yg gatau ngiranya goride hematnya gaada;1
1;Grab;semakin lama semakin ga jelas promo tersedia kok mau cari menu yang lain promonya hilang anehh tolong diperbaiki;0
3;Grab;tolong dong grab beberapa kali pesen grab motor slalu ga bergerak dari titik awal di chat pun ga ada balasan dari driver mau ga mau batalinlebih dari 10 menit nunggu perbaiki dong kualitasnya maps juga sulit buat di zoom;0
1;Gojek;gojek sekarang mtrnya kadang ga sesuai dengan yg dia pake dan yg dia daftar di aplikasi l kadang ada mtr yg maaf kurang layak buat dipake tapi tetap dipake buat narik bukannya saat pendaftaran ada minimal tahun kendaraan ya;0
1;Gojek;gojek kalo nyewain motor listrik ke driver di cek dulu keadaan motornya layak atau engga jangan driver udah bayar untuk sewa tapi dapet motornya yg ga layak sedangkan di aplikasi yg di nilai drivernya;1
3;Grab;sy berharap dari pihak grab agar lebih meningkatkan kesejahteraan para driver karena adanya mereka perusahaan grab menjadi lebih sukses dan kaya tetapi kasihan driver hidupnya tidak ada yg sejahtera hanya menguntungkan pihak grab sematatdk peduli nasib dan keadaan para drivernyahidup ojol;1
4;Maxim;peta belum real time saat penentuan lokasi tidak ada titik lokasi sayapenumpang jadi penumpang mengarahkan titik secara manual dan bs berpotensi salah titik driver ok dan ramah;0
3;Grab;berdasarkan pengalaman saya akhir ini menggunakan grab kenapa mendapatkan driver jarak nya cukup jauh ya dari titik penjemputan;1
5;Grab;grab selalu terdepan dan semoga selalu membantu driver di jalan dan stop mempersulit driver terima kasih;1
2;Grab;ini gimana sih aplikasinya saya ga bisa hubungi driver dan di drivernya kebatal padahal ga ada yang batalin;0
5;Grab;tambahin lg promo grabike buat penumpang yg tiap hr pakai jasa ojek online grab bike terimakasih;1
1;Gojek;kasih paham para pekerja nya kalo mau kerja jangan pilih pilih kerjaan banyak driver tapi di waktu tertentu alasanya yg pesen lagi rame tolong;1
3;Gojek;tarif terlalu mahal jarak dekat 25k tidak masuk akal dan jika ada promo juga susah untuk di ambil;1
1;Gojek;mau masuk akun disuruh verifikasi wajah gagal terus ga jelas nih gojek saya mau ada perlu jadi ga bisa ngapain;1
1;Gojek;biar apa coba konsumen pakai verifikasi wajah mau log in jadi gagal terus emang wajah orang ga rubah ya kalo tambah umur kacau mau transaksi di gojek jadi males ribet bye gojelk;1
1;Gojek;gocar drivernya pada jual mahal pada sombong saya sudah 4x di cancel kalau gamau nyopir jangan daftar jadi driver gocar;0
1;Gojek;susah dapet driver gocar kalo cuaca lagi hujan atau saat posisi rute jauh sebaiknya dibenahi lagi;1
3;Gojek;driver gocar terkadang susah untuk nganter konsumen dengan alasan jauh lah jemput nya sebagai nya inti nya driver tidak mau jemput tapi lucu nya saat minta pembatalan harus konsumen yang ngebatalin pada hal konsumen mau menunggu;1
1;Gojek;seharusnya nasabah jago jadi prioritas pada promo dan ongkir digojek niatnya buka bank jago biar dapat promo dan gratis ongkir di gojek tapi kenyataan sama aja kaya pembayaran yg lain;1
5;Maxim;pengemudi saputra hair ludin dengan motorcycle warna hitam nopol bp2026kb selamat menikmati perjalanan anda rating 490 bugusramahbaik;1
1;Gojek;pilihannya sih ada ya gocar hemat dll tapi kalonmilihnya hemat gak ada driver yg mau ambil giliran ganti yg prioritas langsung ada driver lawak;1
1;Gojek;tolong buatkan fitur laporan tapi anonim agar para pelanggan bisa memberikan laporan secara aman karena saya telah memesan gocar comfort tapi tidak nyaman dan sedikit tertekan terimakasih atas perhatiannya;1
3;Gojek;apk nyaa sulit untuk ke adaan kita lagi darurat tapi kalo lagi santai apk nyaa bgus tapi setiap kita membatalkan harga gojek atau goride menambah;1
3;Gojek;disaat lagi butuh banget susah sekali cari gojek padahal udah dari jm 6 pagi ni udah jam 8 ga ada sekali kesel;0
1;Grab;udh ditunggu dari jam 5 ga otw otw driver nya akhir nya pas udh mau buka minta dibatalin lol;1
4;Gojek;bintang 4 dulu yah kadang kalo ambil gojekgocar hemat driverrider pada ga mau pick up kalo memang tidak menguntungkan untuk para mitra ya ga usah ada gocargojek hemat bikin sebel aja;1
5;Maxim;saya kalau sudah di banda aceh kalau pakai ojek tetap maxim cara pakai mudah biaya pun lebih murah terimakasih;1
5;Gojek;drivernya lebih banyak yang ramah dan baik hati cuma sebagian kecil aja yang ngeselin bravo gojek;1
1;Gojek;jika ada kendala dg driver solusinya tdk tepat karena respon hanya berupa bot sementara permasalahan tdk tercover dlm solusi yg diberikan dlm percakapan bot;0
1;Gojek;sistem terlalu ribet buat nyari driver yang cepat harus bayar tambahan lagi kalau tidak mau nunggu untuk dapat driver sama 10 menit lebih lamalama makin mencekik user ini aplikasi;0
1;Maxim;ga usah kasih menit kalo driver gabisa dateng sesuai menit an sebel mana driver ada yang ga jujur teruss nyebelinnya itu kadang ada driver suka marah marah dari admin maxim juga slow res bgt;1
1;Grab;kl grab car atau bike tlg jangan kasih driver yg posisi macet parah masa penumpang tunggu in 2 jam nga masuk akal woi tlg di perbaiki;0
2;Gojek;pas lagi hujan walau cuman gerimis doang susah banget dapet driver gojek udah gitu jauh semua posisinya;1
5;Maxim;baru pertama x pakai maxim udah dikasih bonus kereeen maxim sukses selalu buat para driver;0
5;Grab;selama ini aman aman ajacuma kadang suka sebel klw pas masuk grab carkecium bekas driver habis ngerokok nafas jdi sesakgk nyaman jadinya dan ini sekarang kenapa aplikasi saya gk bisa bukaudh bbrp harieror terus;1
5;Grab;menyediakan pelayanan publik yang menyenangkan baik driver yang ramah dan armada baik tetap semangat sukses berkah bagi semua;1
4;Gojek;aplikasinya sangat membantutapi tlnglah jarak jemput jangan terlalu jauhkemarin saya pesan khusus penumpang drivernya minta di batalin karena jaraknya terlalu jauh mau nggak mau ya harus saya batalkan;0
4;Maxim;tolong pemilihan driver nya lebih diseleksi lagi laah orang tua atau aki kalo bisa dihold dulu udah 2x ngalamin dapet orang tua jalanya lelet ngantukan kagetan pula;0
5;Maxim;pengemudi ade humaedi dengan motorcycle warna hitam nopol a5900nl selamat menikmati perjalanan anda rating 495 asik di ajak berbicara sopan dan ramah;1
3;Gojek;maaf mau nanya baru daftar gojek kok tiba tiba nama nya sama email nya bukan punya saya yah padahal nomor hp nya nomor saya yang tahu kenapa tolong bantuannya terimakasih;0
5;Grab;jalan dari kost ke kantor udah selesai di cor tapi ini tarif nya masih tarif lama yang muter tolong dong di update;0
1;Maxim;driver pilihpilih pembayaran menggunakan ewallet tdk ada yg mau tpi klo pke tunai minta lebih susah juga nyari driver yg mau jemput alasannya jauh terus minta naik harga;1
2;Maxim;maxim ini sudah bagus apk nya tapi tolong demi kenyamanan bersama di perbaiki lagi titik lokasi nya driver suka marah sama saya karena titik tidak sesuai ujung ujungnya saya harus memberi biaya tambahan karna tidak sesuai titik;0
1;Gojek;sangat kecewaa dengan sistem pembatalan pembelian yg sudah di klik tapi tetap diproseeess semogaa lekas bangkrut gojek;0
1;Grab;tolong yaa buat perekrutan driver nya cri yang benar benar punya akhlakyg saya dpat driver nya selalu yg kyk ga berpendidikan ga tau atitude dalam bekerjaga profesional;1
3;Maxim;lambat sudah naikin harga pun tak da yang mau jemput sye dikota besar pun mcm tak da driver yg mau ambik;1
1;Gojek;gojek sekarang kacau tidak manusiawi banget potongan harga nya miris driver2 sekarang banyak yang ngeluh karena potongan nya pelanggan bayar gede tapi masuk ke driver miris kasian;1
5;Maxim;baik sekali drivernya ramah tidak sombong sangat membantu terimakasih banyak ya pak semoga kebaikannya di balas oleh allah;1
1;Grab;tarif grabbike atau grabcar tanpa hematterlalu mahalsdgkan tarif di aplikasi driver ternyata sangatlah murahadilkah andamemberatkan pemesanmenyulitkan drivermenguntungkan andadrpd demikian kenapa anda tidak buat sistem tarif dr jarak driver brangkatkasian drivertengah mlm malah makin murahmikir;1
1;Grab;bug di apknya minta ampun tiap msk apk slalu lodingnya lama ngeleg parah sampe buat hp saya kayak error mau jawab pesan dari driver aja bikin susah ini engga ad mau perbaikin ap;1
1;Gojek;kirain cuman saya ajah ternyata banyak juga yang komplain dikasih driver yang jauh pantesan ga kasian sama driver dan pelanggan sekalian kasih driver dari pulau seberang;1
5;Gojek;saya pribadi sudah lama pakai aplikasi inidan sangat membantusukses buat gojek dan pertahankan layanannyasukses buat gojekdan drivernya pada sehat semua dan semoga rezeqinya ngalir terus yasemuanya terimakasihdan tetap semangat;1
1;Gojek;alogaritma mu benerin masa ada driver deket malah di kasih jauh lokasinya ga semua orang mau nunggu ya;1
1;Gojek;parahpesen goride skrg mahal jrk ke rmh cm 4 km 18 rbu biasany 10 rbuskrg g ada lg voucher utk pnumpang voucher hny brlaku bgi yg memiliki kartu kredit sgla bank;0
1;Gojek;kalau perusahaan yang banyak menipu hasil driver dan pembayaran nya dan bayak melakukan kecurangan biaya kepada customer akhir nya buat app pun seperti di kerjakan oleh tangan haram makin hari makin tidak becus semua kerja karyawan dan teknisi perusahaan goto;1
5;Grab;saya mesen tunai bayar juga k drivernya tapi ada keterangan bayar nontunai agar bsa menyelesaikan pemesanan berikutnya padahal uda bayar;0
5;Gojek;bagus aplikasinya driver goride selalu bagus pelayanannya cuma minus driver mobilnya aja kebanyakan kayak minus attitude;1
1;Gojek;kebanyakan di cancel rata rata gojek ad yg ngebales chat tpi ujung ujungnya ttp di cancel setelah 35 menit buang waktu;0
5;Gojek;saya sangat suka pakai aplikasi gojek tiap hari saya pakai goride untuk berangkat sekolah tapi banyakin vouchernya dong kadang saya sebagai pelajar yang tiap hari menggunakan gojek sangat menguras uang kalau tidak ada voucher murah terimakasih;1
1;Gojek;tiap pesan gocar selalu dicancel sama driver nya ngak cuma sekali dua kali padahal kita pakenya go car biasa bukan yang hemat mengecewakan sekali;0
2;Maxim;coba tolong setiap bulannya dari pihak maxim ada pengecekan kendaraan drivernya terutama mobil saya 2x naik maxim mobil dlm keadaan kotor dan bau tidak sedap gak nyaman banget rasa mual saya slama di perjalanan cium aroma didalam mobil;1
4;Gojek;agak kecewa nih sama gojek gojek kenapa sih setiap pas lagi hujan trs pesen grap kenapa banyak yang cancel klo gak minta cancel dengan alasan kejauhan rute penjemputan tolong dong gojek;1
5;Grab;selama ini saya selalu pakai aplikasi grab oke ajj ga ada kendala apa tidak ada keluhan apa kadang ada diskon hahahaa mantap semoga selalu meningkatkan kualitas aplikasi dan driver nya yg lebih penting terimaakasih;1
1;Maxim;aplikasi gak guna jangan didownload ngak sesuai aplikasinya saya mau mencari tujuan ngak keluar sama sekali tidak jelas alamatnya;0
1;Gojek;tolong jangan sakiti driver gojek dgn program2 kalianadanya kami drver adanya gojek dan adanya juga castamer kalian blunder kalau menyakiti driverbelajarlah sejarah berdirinya gojek jangan lupa belajar pakai hati;1
2;Grab;tolong lah grab mapnya di update di gojek aja mapnya terbaru ini di grab lokasi saya malah ga keliatan kesian driver suka nyasar gua harap ini bisa di baca;0
1;Gojek;promo hanya untuk akun tertentu hal ini sangat tidak adil apalagi untuk pengguna yg sudah lama menggunakan aplikasi gojek tolong untuk peraturannya diubah agar semua user bisa menikmati promo yg sama tanpa pilih kasih;1
1;Gojek;kecewaudah bayar buat langganantetep aja ongkos goride hemat nya lebih mahal dari apk sebelahhabeuuuuuuuh makin irit drmn;1
2;Gojek;knpa skrng driver sering cancel jelek banget gojek skrng sy udah dua minggu ga bs pakai goride dan go grabe cz driver sering cancel dan ga prnh dapat akhirnya cr gojek pangkalan mahal dikit tp cpt dpt ojeknya tolong d perbaiki lg pr drivernya;1
5;Maxim;pelayanan ramahmusik ok gak bikin jenuhperjalanan nyamansupir orangnya asikbaikreccomender deh pokoknyapengemudi pratama ananditya dengan toyota avanza warna hitam nopol b1539pyr selamat menikmati perjalanan anda rating 400;1
3;Gojek;sering di cancel driver tunggu lama stlh itu di cancel kenaikan harga kl driver minta cancel lumayan besar 2x driver minta cancel biaya jd membengkak tolong dong diperbaiki penghitungan kenaikan harga dan driver komitmen dlm ambil penumpang terima kasih;0
1;Maxim;untuk penitikan lokasi jemputtujuan tidak bisa nitik manual kalau ada patokan lokasi bisa input manual input lokasi sering lokasi tidak tersedia coba belajar dari grab gojek;0
5;Maxim;sangat nyaman pengemudi albar mohan syah makatita dengan motorcycle warna cokelat nopol de4395ma selamat menikmati perjalanan anda ramadhan mubarak rating 485;1
1;Maxim;tolong driver car untuk wilayah kota kendarijangan suka naik kan hargadi aplikasi maxim tujuan ke kelurahan sebelah cuma 24 800rpsampai di tujuan jadi 27 ribukadang naik hampir 10 ribukami pengguna maxim jdi ragu menggunakan maxim car;0
1;Gojek;susah dapet driver sampe pesan 2x yg pertama udah telat 20menit lebih malah ke cancel yang kedua udah nunggu juga 20menit lebih ke cancel hadehhhh;0
1;Grab;saya kecewa sekali dengan aplikasi ini di app lokasi driver sudah dekat tapi berhentistuck tidak bergerak saya sudah tunggu 2 jam tapi tdk datang akibatnya saya yang repot karena terlambat tidak efisien saya harap diperbaiki lagi jgn ada yg curang;0
1;Gojek;jadi mahal banget biasanya ke kampus cuma 9k udah make gojek plus baru sekarang jadi 13k padahal udah plus;0
1;Maxim;saya sangat kecewa dengan driver maxim yang ugalan karna menyetir ugalan apa lagi sampai pukul penumpang sangat kecewa mohon untuk pihak maxim mengurus pada driver yang ugalan agar tidak kejadian seperti saya;1
5;Maxim;mantab pengemudi prancis limbong dengan honda mobilio warna hitam nopol bp1536dh selamat menikmati perjalanan anda rating 485;1
1;Gojek;pelayanannya kemenyek kalau ada promo selalu di batalin sama drive nya beda banget sama grab gojek itu sombong orang2nya;1
1;Grab;driver nya pada jorok semuanya jgn pesan disini dan driver nya naik ugal2an kalo dijln;1
1;Gojek;harusnya kasi solusi kalau sedang susah buat cari driver jangan udh nunggu lama malah tiba tiba dibatalin karna gak ada driver harus dipikirkan solusi buat kedepannya supaya tidak merugikan konsumen;1
1;Gojek;gojek makin kesini makin gjls segitu banyak nya gojek di deket stasiun gaada yg ngambil sama sekali posisi saya lagi mau kerja buru buru lebih baik ojek pangkalan meskipun mahal yg penting sat set;1
1;Gojek;gojek goride drivernya gak ramah garagara cancel malah didatengin sambil bawa emosi sambil caci maki bahwa akunnya bermasalah sebagai customer agak trauma padahal pesannan driver belum sampe ke lokasi jemput;1
1;Gojek;sering pakai gojek malah makin mahal gmn sih ini pakai diskon bukan nya murah malah naik harga hadeh;1
1;Gojek;hilangkan menu kasih tips ke driver dr apk banyak driver ngarep udh mahal masih aja minta tips;1
3;Maxim;untuk motor bagus bgt hemat tapi untuk mobil saya sudah nunggu hampir 20 menit lebih tapi ga dapet padahal banyak driver di sekitar kalo gamau ambil ya di matiin ajh aplikasi;0
1;Gojek;tolong lah kalo ujan itu lebih cepat dicari drivernya ini malah ujan malah makin gamau drivernya;1
1;Gojek;uang saya tidak bisa balik di akun lama karena ketidak taun cara sy untuk mengaksesnya lapor tidak memberi siludi;1
5;Gojek;ketika pas tidak ada kendaraan pribadi gojek memudahkan transportasi ke tempat tujuan dg cepat terimakasih gojek;0
1;Grab;mending hapus aja grab2 hemat itu mesan grab car di terima tp didiemin ditelpon jg gak ngangkat tolong ya grab kita butuh kadang urgent jg kebutuhannya kalau ketemu yg beginian ah sudah lah;1
1;Gojek;apk payah saya nunggu hampir 2 jam ngak ada yang menerima sekali sudah di terima malah ngak mau driver nya malah katanya cari yang lain aja mas katanya gitu;0
5;Gojek;mempermudah kita yang sangat butuh transportasi dengan cepatgak perlu ribet tinggal klikgojekpun datangterima kasih sangat membantu;1
1;Gojek;setiap kali pesen gocar selalu sulit ataupun di cancel oleh pihak driver apakah pelayanan nya memang seperti ini maaf tapi driver slalu pilih2 konsumen karena nominal harga atau trip;1
5;Gojek;sangat baik n ontime pdhl malam bgt kasian tuh pak driver nyasukses trs n trslah amanah;1
1;Grab;mending grab kerjasama dengan blubet aja hemat maupun yang lain kita individu gabung di aplikasi gocar aja;1
4;Maxim;klo sudah selesai mau buka chat nya lg ko ga bs ya kira gmn soalnya sy td ada brg ketinggalan ditaro didpn motor pas turun sy lupa mungkin driver jg lupa sy tdk tau;0
4;Gojek;sebernarnya untuk apk nya bagus tapi masalahnya selalu terletak pada lokasi drivernya yng padahal bergerak tetapi di map apk tidak bergerak;0
2;Gojek;untuk saat ini kenpa tarif goride sangat mahal tolong di murahin sdikit lah biar pengguna nya ga berpindah ke apk sebelah;1
3;Gojek;boking dari pukul 3 sampe pukul 5 tidak dapat driverkenapa kalo boking sekarang lamadan sampe berkali kalimuncul keterangan wadidaw kebanyakan pencetpadahal kami tidak mencetmohon dimudahkan kembali;0
5;Gojek;bagus dan di tingkatkan lagi seperti kebersihan dan helm untuk penumpang nya lebih di perhatikan lagi kebersihan nya tks;1
3;Gojek;semakin lama semakin tidak memuaskan mudah error susah cari driver dan lama bangettt hrus berjam baru dibatalin oleh sitem;0
5;Maxim;aplikasi ojol yg memang murah sih menurutkutdk kalah dgn yg laintrus tingkatkan lgklo bs adakan voucher2 dong kaya di ojol2 yg lain;1
1;Gojek;gojek sekarang mahal meskipun pakai voucher perjalanan 77 km biasanya dg harga 9500 pake voucher go ride aja pot 10rb sekarang jadi 14500 alhasil beralih ke ojol sebelah;0
1;Gojek;banyak driver yang tidak sesuai di aplikasi jadi takut kalau pulang malam mangkanya aq pulang malam mending pakai grab;0
1;Grab;kapok baru pertama kali pesen di grab malah dapet driver yang ga ramah dan ga sopan banget marahmarah gajelas dengan nada tinggi dahlah udah gamau pesen lagi di grab mengecewakan;1
1;Gojek;aplikasi nggak ada gunanyahujan dikit nggak ada sama sekali driver gojek yang mau narik beda jauh dengan aplikasi sebelah;1
4;Maxim;drivernya lebih safety dr helm nya kurang bagus motornya jg ada yg udah bobrok bahkan jas ujan nya bau;1
